Unnamed: 0,景区名称,地区,景区等级,经度BD,纬度BD,经度BD_wgs84,纬度BD_wgs84
1506,赫图阿拉城,辽宁,4A,124.8803442,41.71135925,124.87420465,41.707439645
1507,辽宁和睦国家森林公园,辽宁,4A,124.7246592,41.78303903,124.71845569999999,41.77897703
1508,辽宁三块石国家森林公园,辽宁,4A,124.385743,41.66566884,124.3794043,41.66163041
1509,辽宁猴石国家森林公园,辽宁,4A,124.5018364,41.70647787,124.4956117,41.702511959999995
1510,抚顺平顶山惨案纪念馆,辽宁,3A,123.9330446,41.84020279,123.9269363,41.83618663
1511,瑞应寺（辽宁省阜新市）,辽宁,4A,121.4527476,41.94440419,121.44667885,41.94005559
1512,东郊湖风景区,辽宁,1A,123.0963053,41.73751409,123.09010065,41.733302695
1513,关山风景区,辽宁,2A,124.0373232,41.69812527,124.03101395,41.694102865
1514,三塔沟自然生态旅游区,辽宁,2A,121.8737493,41.9385264,121.8678166,41.934664685
1515,伊利乳品工业旅游景区,辽宁,3A,121.7165045,42.0492551,121.71050155,42.04516371
1516,阜新千佛山景区,辽宁,3A,122.8872795,42.55365439,122.88140515,42.549446509999996
1517,大清沟景区,辽宁,3A,122.2277,42.7351169,122.2216557,42.73116562
1518,黄家沟旅游度假区,辽宁,4A,121.618895,42.07202181,121.61293069999999,42.068180365
1519,宝地斯帕温泉度假区,辽宁,4A,121.553298,41.93872682,121.54740079999999,41.934542425000004
1520,海棠山风景区,辽宁,4A,121.864993,41.94136187,121.85904690000001,41.937506985
1521,建昌龙潭大峡谷景区,辽宁,3A,119.3612001,40.5620492,119.35471720000001,40.558394234999994
1522,乌云山生态休闲农庄景区,辽宁,2A,120.7495077,40.80541965,120.74361640000001,40.80154328
1523,红螺山风景区,辽宁,2A,121.4556006,42.31168855,121.44951125,42.307371544999995
1524,葫芦岛市人文纪念公园,辽宁,2A,120.8616789,40.80337724,120.8559007,40.79950964
1525,绥中县大台山度假区,辽宁,3A,120.2766355,40.33064935,120.27064395,40.326969309999996
1526,永安大峡谷景区,辽宁,3A,119.3612001,40.5620492,119.35471720000001,40.558394234999994
1527,龙泽湖风景区,辽宁,3A,120.1116347,40.37525507,120.10549309999999,40.371351855
1528,九门口酒庄,辽宁,3A,119.899666,40.07485177,119.89369275,40.07115331
1529,建昌六股河风景区,辽宁,3A,120.0517226,40.83133995,120.0454706,40.827589315
1530,灵山森林公园风景区,辽宁,3A,120.5247175,40.96528692,120.5187718,40.961510544999996
1531,凉水井子灵山寺,辽宁,3A,120.528263,40.96532464,120.52231474999999,40.961582254999996
1532,兴城菊花岛旅游风景区,辽宁,3A,120.813974,40.62103798,120.80809694999999,40.617341804999995
1533,建昌白狼山风景区,辽宁,3A,119.8986205,40.82726548,119.892589,40.823398405
1534,觉华岛旅游渡假区,辽宁,4A,120.8239526,40.51537383,120.81813155,40.51162549
1535,辽宁灵山风景名胜,辽宁,4A,120.5247175,40.96528692,120.5187718,40.961510544999996
1536,九门口水上长城,辽宁,4A,119.757809,40.12370909,119.751643,40.119891554999995
1537,葫芦岛市葫芦山庄,辽宁,4A,120.9516963,40.78596164,120.9459206,40.782099765
1538,兴城古城,辽宁,4A,120.7192995,40.62895939,120.7134699,40.62505546
1539,兴城海滨风景名胜区,辽宁,4A,120.8016977,40.61319251,120.79577025,40.609590555
1540,北陵公园,辽宁,4A,123.434279,41.8574199,123.42790735,41.853376675
1541,沈阳白清寨漂流,辽宁,3A,123.7267962,41.58262864,123.72065015,41.57833364
1542,沈阳方特欢乐世界,辽宁,4A,123.425169,41.9714679,123.41878005,41.96743821
1543,张氏帅府博物馆,辽宁,4A,123.4640951,41.80025193,123.45781984999999,41.79598686
1544,沈阳市蓬瀛宫,辽宁,2A,123.4580992,41.77184889,123.45180555,41.76763636
1545,中华寺（辽宁省沈阳市）,辽宁,4A,123.7944511,41.77196201,123.7881807,41.76800905
1546,华圣寺,辽宁,3A,123.0501572,41.70916889,123.0439672,41.7051077
1547,实胜寺,辽宁,2A,123.433479,41.812857,123.4270937,41.808811085
1548,大法寺,辽宁,3A,123.4685173,41.82361084,123.4622674,41.81931618
1549,辽中蒲河国家湿地公园,辽宁,3A,122.7579571,41.51148621,122.7520751,41.507229644999995
1550,沈阳世博园,辽宁,5A,123.64599,41.86342387,123.6398334,41.859456945
1551,星云开心农场,辽宁,3A,122.1162175,41.09574008,122.1101623,41.0918573
1552,大辽圣市商业街,辽宁,3A,122.7445372,41.52844767,122.7386217,41.524277444999996
1553,沈阳丁香湖公园,辽宁,3A,123.3408163,41.86061849,123.3345823,41.85639702
1554,仟睿达水上世界,辽宁,3A,123.488502,41.96671489,123.4823098,41.962377845
1555,杨城寨生态旅游景区,辽宁,3A,123.4839087,41.48966131,123.4777414,41.48535074
1556,小韩村温泉度假村,辽宁,3A,123.2358612,42.00589358,123.2297468,42.00160851
1557,沈阳马耳山风景区,辽宁,3A,123.584335,41.50943493,123.5782758,41.505348999999995
1558,沈阳伊利乳业旅游景区,辽宁,3A,123.591714,41.94011596,123.5856388,41.935941645
1559,沈阳鸟岛公园,辽宁,3A,123.6129553,41.83245822,123.6069074,41.82824239
1560,沈阳国家森林公园,辽宁,3A,123.728897,42.02880186,123.7227116,42.0244926
1561,沈阳蒙牛乳业旅游景区,辽宁,3A,123.535677,41.93342781,123.52944225,41.929493375
1562,沈阳森林动物园,辽宁,4A,123.69058,41.93434088,123.68436075,41.930298449999995
1563,为雅都市庄园,辽宁,1A,123.212989,42.78460591,123.20674495,42.78047775500001
1564,天阳农庄,辽宁,2A,123.42594,41.13840591,123.41961105,41.13452176
1565,爱琴海度假庄园,辽宁,2A,123.729978,41.6992089,123.72381935,41.69490168
1566,关东影视城,辽宁,2A,123.7089912,41.95576926,123.70281685,41.951545444999994
1567,辽宁省龙呈文化产业创业园,辽宁,2A,121.6196426,38.92874579,121.61385885,38.925523435
1568,东方美术馆,辽宁,2A,123.4683492,41.73241736,123.4621154,41.72813013
1569,谢荣策烈士纪念主题公园,辽宁,2A,123.841633,41.3323239,123.83556475,41.328136795
1570,秀水河子战役纪念馆,辽宁,2A,123.0356263,42.36814744,123.02946245000001,42.36398907
1571,陶瓷创意中心,辽宁,2A,123.4081757,42.49855302,123.40175980000001,42.494449285
1572,巴尔虎山景区,辽宁,2A,123.2240395,42.51922005,123.2178476,42.515021625
1573,展望庄园,辽宁,2A,123.6357403,41.85387452,123.62962705,41.849818965
1574,八王寺饮料有限公司,辽宁,2A,123.5549121,41.94666613,123.5487074,41.942768494999996
1575,来福庄园,辽宁,3A,123.3843439,42.74846687,123.37799545,42.74412606
1576,珍珠湖,辽宁,3A,122.8917755,41.75006804,122.8859536,41.74585966
1577,七星山旅游风景区,辽宁,2A,123.3469842,42.14515455,123.3407225,42.140878525000005
1578,辽宁三利生态农业观光园,辽宁,2A,123.9148123,41.83348521,123.90866209999999,41.829609695
1579,陨石科普基地旅游区,辽宁,2A,123.0187242,41.94048868,123.01267444999999,41.9361969
1580,太清宫,辽宁,2A,123.4543977,41.81044413,123.44808085,41.806261425
1581,东北陆军讲武堂,辽宁,3A,123.489368,41.814289,123.48317349999999,41.80994674
1582,美国郡温泉度假中心,辽宁,3A,123.093666,41.92155385,123.08742335,41.917361015
1583,白鹤楼景区,辽宁,3A,123.4549263,42.50539285,123.44856075,42.50122006
1584,怡丰度假村,辽宁,3A,123.417746,42.01942287,123.41134345,42.015369539999995
1585,锡伯族现代农业示范基地,辽宁,3A,121.5246358,42.291108,121.51857545,42.287149115000005
1586,北汤温泉,辽宁,3A,123.5566449,42.05299241,123.55043140000001,42.049091610000005
1587,康福食品产业园,辽宁,3A,123.568344,41.93335905,123.56218025,41.929380335000005
1588,辉山牛奶世界,辽宁,3A,123.534682,42.02900387,123.52843765,42.025065909999995
1589,盛京驿站,辽宁,3A,123.076154,41.66958191,123.0699009,41.66553729
1590,花溪地温泉部落景区,辽宁,3A,122.975114,41.69082889,122.9691249,41.68676495
1591,久隆庄园,辽宁,3A,123.2720328,42.00792472,123.26586815,42.003754685000004
1592,老北市场景区,辽宁,3A,123.7089912,41.95576926,123.70281685,41.951545444999994
1593,沈阳机床,辽宁,3A,123.2365615,41.76669035,123.230464,41.76239842
1594,“11号院”艺术区,辽宁,3A,123.4326464,41.79581439,123.42625749999999,41.791769845
1595,龙之梦休闲中心,辽宁,3A,123.4946587,41.81367916,123.4884686,41.80935905
1596,沈阳工人村生活馆,辽宁,3A,123.3373223,41.79968042,123.33106825,41.79548984
1597,1905文化创意园,辽宁,3A,123.3889129,41.8186878,123.38261904999999,41.814395855
1598,大德农博乐园,辽宁,3A,123.176882,41.93987685,123.17062245,41.935862735
1599,克拉古斯品牌工艺展示中心,辽宁,3A,123.577089,41.93076988,123.57095995,41.926714355
1600,沈阳稻梦空间,辽宁,3A,123.307591,42.08343086,123.3013133,42.07947453
1601,五龙山旅游风景区,辽宁,3A,124.348224,40.25932402,124.3421075,40.255469545
1602,卧龙谷旅游拓展小镇,辽宁,3A,123.4145048,42.73828565,123.4080551,42.734201055
1603,卧龙湖生态风景区,辽宁,3A,123.330654,42.74649587,123.32432215,42.742364984999995
1604,沈阳市城市规划展示馆,辽宁,3A,123.4475681,41.76563874,123.4412331,41.76151642
1605,抗美援朝烈士陵园,辽宁,3A,123.4590361,41.86116856,123.45275240000001,41.8569511
1606,华晨宝马工业旅游景区,辽宁,3A,123.167663,41.68674069,123.1614284,41.6826604
1607,花果山神秘谷,辽宁,3A,123.758276,42.00162386,123.75202675,41.997511015
1608,世外桃源温泉养生度假小镇,辽宁,3A,123.681683,41.91571776,123.6754474,41.911755195
1609,马尔山风景区,辽宁,3A,123.584335,41.50943493,123.5782758,41.505348999999995
1610,财湖旅游度假区,辽宁,3A,123.377841,42.39107093,123.37153925000001,42.386719834999994
1611,白清寨滑雪场,辽宁,3A,123.7267962,41.58262864,123.72065015,41.57833364
1612,兴隆室内公园,辽宁,3A,123.338552,41.78424977,123.33230265,41.780046999999996
1613,南关天主教堂,辽宁,3A,123.4454183,41.686058,123.43907250000001,41.681953765
1614,沈阳铸造博物馆,辽宁,3A,123.3612326,41.82747028,123.35500875,41.82309085
1615,仙子湖风景旅游度假区,辽宁,3A,122.8999642,41.78441894,122.89411255,41.780243315
1616,百润射击场—突击联盟,辽宁,3A,123.6808645,41.97291056,123.6746428,41.968962755
1617,辽宁省全民健身户外活动基地,辽宁,3A,123.625903,41.83888489,123.61982515,41.834743015
1618,蒸汽机车博物馆,辽宁,4A,123.3652866,42.06986818,123.35904400000001,42.06548737
1619,龙石风景区,辽宁,4A,123.2205697,41.19496354,123.21445525,41.19090652
1620,华晨宝马铁西工厂,辽宁,4A,123.167663,41.68674069,123.1614284,41.6826604
1621,爱新觉罗皇家博物院,辽宁,4A,123.3147813,42.3387029,123.30848255000001,42.334734425
1622,东陵公园,辽宁,4A,123.600064,41.84607083,123.594022,41.841857425
1623,沈阳科学宫,辽宁,4A,123.4428127,41.76742874,123.43645955,41.76334042
1624,三农博览园,辽宁,4A,122.7871032,42.14704535,122.7811404,42.142853009999996
1625,航空博览园,辽宁,4A,123.439636,41.869454,123.4332738,41.86538652
1626,怪坡风景区,辽宁,4A,123.6472833,42.06757055,123.64109955,42.06361866
1627,广佑寺,辽宁,4A,123.183558,41.2833979,123.17734725,41.279503455
1628,王宫温泉水城,辽宁,3A,123.3885437,41.13327528,123.38231155,41.129134765
1629,核伙沟森林公园,辽宁,2A,123.651786,41.11334395,123.6456541,41.10957371
1630,冷热地公园,辽宁,2A,123.4348124,41.21005172,123.42847144999999,41.206120920000004
1631,汤河风景区,辽宁,2A,123.382288,41.10362195,123.3760695,41.099442659999994
1632,瓦子沟生态旅游区,辽宁,3A,123.312345,41.08072952,123.30611669999999,41.07691824
1633,佟二堡皮装大市场,辽宁,3A,123.0471121,41.44854154,123.04094470000001,41.4444973
1634,弓长岭滑雪场,辽宁,3A,123.4297803,41.14218785,123.42345285,41.138300994999994
1635,龙峰山风景区,辽宁,3A,123.287248,40.98137394,123.28109055,40.977547795
1636,太子河历史文化风光带,辽宁,4A,123.215045,41.2724769,123.20892035,41.268445995
1637,龙石风景区,辽宁,4A,123.2205697,41.19496354,123.21445525,41.19090652
1638,辽阳博物馆,辽宁,2A,123.1957867,41.27565411,123.1895969,41.2717555
1639,鑫安源绿色生态园,辽宁,2A,122.1050546,41.25299847,122.0989919,41.249080230000004
1640,辽河绿水湾景区,辽宁,3A,122.314463,40.93127494,122.30858565,40.927343629999996
1641,知青总部,辽宁,3A,121.9943967,40.97812665,121.98846875,40.97441244
1642,苇海鼎翔旅游度假区,辽宁,4A,121.8370447,41.12341353,121.83118215,41.1195125
1643,红海滩风景区,辽宁,5A,121.851983,40.90783996,121.84611225,40.90417092
1644,西大街旅游区,辽宁,3A,122.2227612,40.68731139,122.2168508,40.68369499
1645,何家沟风景旅游区,辽宁,3A,122.2438766,40.20892669,122.2380309,40.20535046
1646,西炮台遗址,辽宁,3A,122.1797908,40.67225053,122.17394350000001,40.66828667
1647,团山国家级海洋公园,辽宁,4A,122.2171648,40.41317645,122.21128215,40.40961514
1648,万福赤山旅游景区,辽宁,4A,122.633118,40.10237503,122.6274433,40.09863084
1649,熊岳植物园旅游景区,辽宁,4A,122.1622508,40.1811323,122.1564245,40.17721076
1650,仙人岛白沙湾黄金海岸景区,辽宁,4A,122.0176424,40.13501243,122.0117829,40.13130343
1651,月亮湖景区,辽宁,4A,123.5561306,42.45227616,123.5499026,42.44839288
1652,望儿山风景旅游区,辽宁,4A,122.177411,40.19668289,122.1715915,40.19279723
1653,开原象牙山旅游景区,辽宁,2A,124.2191297,42.37660322,124.2129425,42.372319845
1654,县榛子岭旅游度假区,辽宁,2A,122.00072,39.10158813,121.9949181,39.098196395
1655,蟠龙山风景区,辽宁,3A,122.5260996,40.65162144,122.520372,40.64769319
1656,调兵山风景区,辽宁,3A,123.5458788,42.45975322,123.53962805,42.455881250000004
1657,西丰城子山省级森林公园,辽宁,3A,124.7380178,42.52986884,124.7317199,42.525904475000004
1658,龙山高尔夫（辽宁职业学院景区）,辽宁,3A,123.9101604,42.31152365,123.90397105,42.30768079
1659,冰砬山旅游风景区,辽宁,3A,125.0749013,42.57082349,125.06849224999999,42.566586725
1660,龙山风景区,辽宁,3A,124.336649,42.49400789,124.3304213,42.48966983
1661,铁岭莲花湿地景区,辽宁,4A,123.7343102,42.2642238,123.72810175000001,42.25993780500001
1662,蒸汽机车博物馆,辽宁,4A,123.3652866,42.06986818,123.35904400000001,42.06548737
1663,铁岭市周恩来同志少年读书旧址纪念馆,辽宁,3A,123.8588578,42.30657097,123.85274229999999,42.30237393
1664,铁岭市博物馆,辽宁,3A,123.6799581,42.41839365,123.67369095,42.41446345
1665,凌河公园,辽宁,3A,121.1493402,41.11086772,121.14322204999999,41.1070302
1666,青岩寺（辽宁省锦州市）,辽宁,4A,121.627864,41.47965592,121.6219329,41.475854145
1667,义县奉国寺景区,辽宁,4A,121.2547226,41.55008185,121.24866209999999,41.54614514
1668,义县万佛堂石窟,辽宁,2A,121.1657537,41.58334927,121.159646,41.579300599999996
1669,凌海岩井寺,辽宁,3A,121.117851,41.2391149,121.11176515,41.235044605
1670,凌海吴楚庄园,辽宁,3A,121.4505578,41.31454105,121.4445202,41.310262265000006
1671,凌海萧军纪念馆,辽宁,3A,121.37816,41.18289181,121.3720032,41.17899475
1672,朝阳生态农业温泉度假区,辽宁,3A,119.684872,41.057627,119.6785931,41.053837035
1673,锦州世界园林博览园,辽宁,4A,121.2108404,40.90848047,121.2049272,40.90442787
1674,辽西九华山风景区,辽宁,4A,121.3457034,41.16433813,121.33967965,41.160214659999994
1675,东方华地温泉湿地旅游区,辽宁,4A,121.579405,40.931351,121.573602,40.927419595
1676,北镇医巫闾山大芦花风景区,辽宁,4A,121.729712,41.61323391,121.7237059,41.609263065
1677,笔架山旅游区,辽宁,4A,121.0811574,40.83495238,121.0751547,40.830860509999994
1678,北普陀山风景名胜区,辽宁,4A,121.0678391,41.16874899,121.06181194999999,41.16460222
1679,义县宜州化石馆,辽宁,2A,121.2480041,41.5432213,121.2419608,41.53924043
1680,辽沈战役纪念馆,辽宁,4A,121.1547288,41.13501748,121.1486263,41.131162225
1681,锦州市博物馆,辽宁,4A,121.130693,41.11769794,121.12458244999999,41.11378986
1682,医巫闾山风景名胜区,辽宁,4A,121.729712,41.61323391,121.7237059,41.609263065
1683,伪满皇宫博物院,吉林,5A,125.3552811,43.91145956,125.3486848,43.907405999999995
1684,净月潭国家森林公园,吉林,5A,125.4828699,43.78510774,125.4763456,43.781004225000004
1685,长影世纪城,吉林,5A,125.452836,43.77824145,125.4462555,43.77411982
1686,长春世界雕塑公园,吉林,5A,125.340278,43.82826213,125.3336896,43.82420327
1687,六鼎山文化旅游区,吉林,5A,128.251207,43.32978206,128.2448804,43.325550585
1688,长白山景区,吉林,5A,128.083986,42.0668979,128.07763,42.06270319
1689,集安高句丽文物古迹景区,吉林,5A,126.1686051,41.17350689,126.1624227,41.16953162
1690,孔子文化园,吉林,4A,125.3577085,43.89240155,125.3511177,43.888329345
1691,关东文化园,吉林,4A,125.2284858,43.95188773,125.2219571,43.9479193
1692,北湖国家湿地公园,吉林,4A,125.370197,43.98310314,125.3636076,43.978948599999995
1693,农业博览园,吉林,4A,125.4311191,43.81700215,125.42456630000001,43.812675354999996
1694,酒文化博物馆,吉林,4A,125.3471377,43.83391934,125.3405355,43.82986509
1695,东北民族民俗馆,吉林,4A,125.4102205,43.84403369,125.4037003,43.83957527
1696,动植物公园,吉林,4A,125.3419417,43.87376344,125.33535810000001,43.86972448
1697,天怡温泉度假山庄,吉林,4A,125.4002054,43.59499746,125.3937027,43.590492385000005
1698,长影旧址博物馆,吉林,4A,125.298778,43.86992112,125.29236495,43.86558551
1699,凯撒森林温泉旅游度假区,吉林,4A,125.4571935,43.80339783,125.45060050000001,43.799308265
1700,双阳御龙温泉度假村,吉林,4A,125.7120736,43.60186153,125.7056358,43.59782151
1701,九台庙香山休闲旅游度假区,吉林,4A,125.8882868,43.95326696,125.88210075,43.949010650000005
1702,松花湖风景名胜区,吉林,4A,126.704124,43.73556708,126.6979913,43.73129248
1703,北大壶滑雪场度假区,吉林,4A,126.6289505,43.41734419,126.62294675000001,43.413097485
1704,圣鑫葡萄酒庄园,吉林,4A,126.713907,43.75810409,126.70779795,43.753754265
1705,吉林市博物馆,吉林,4A,126.568873,43.8346411,126.56275995,43.830593805
1706,万科松花湖度假区,吉林,4A,126.631632,43.69070712,126.62558625,43.686511769999996
1707,北山风景区,吉林,4A,126.5339152,43.84899774,126.52772275,43.844993360000004
1708,圣德泉亲水度假花园,吉林,4A,126.2630469,43.89646275,126.2568638,43.892168139999995
1709,神农庄园,吉林,4A,126.3626125,44.02638926,126.35636364999999,44.021997025000005
1710,拉法山国家森林公园,吉林,4A,127.41744,43.82366812,127.41095755,43.81935445
1711,朱雀山国家森林公园,吉林,4A,126.6945224,43.78945523,126.68837805,43.785299765000005
1712,叶赫那拉城,吉林,4A,124.600616,43.0068759,124.5944667,43.002805505
1713,四平战役纪念馆,吉林,4A,124.3668142,43.18064193,124.36042674999999,43.17644369
1714,伊通满族博物馆,吉林,4A,125.3245334,43.34879904,125.3180396,43.34458913500001
1715,双辽一马树森林公园,吉林,4A,123.6200457,43.52751729,123.6138713,43.52325199
1716,梨树北方巴厘岛,吉林,4A,124.3468244,43.33699967,124.34049765,43.33261557
1717,青少年平安教育馆,吉林,4A,125.157984,42.91974132,125.15160545,42.915316430000004
1718,道路交通安全体验公园,吉林,4A,125.2009441,42.87355471,125.19452685,42.869383775
1719,东北沦陷时期辽源矿工墓陈列馆,吉林,4A,125.1149917,42.93202637,125.10847225,42.927914095000006
1720,东辽鴜鹭湖旅游度假区,吉林,4A,125.3096006,43.04252191,125.30321475,43.03821893
1721,杨靖宇烈士陵园,吉林,4A,125.9689295,41.73490717,125.9628127,41.730876845
1722,白鸡峰国家森林公园,吉林,4A,125.516043,42.20692285,125.50980525,42.20263766
1723,辉南龙湾群国家森林公园,吉林,4A,126.4258655,42.35259583,126.41959885,42.348548895
1724,集安五女峰国家森林公园,吉林,4A,126.1354154,41.28410955,126.12927665000001,41.279787875
1725,通化县振国壹号庄园,吉林,4A,125.6095598,41.74465625,125.6033949,41.740662515
1726,山葡萄酒文化科技产业园,吉林,4A,125.7836176,41.68811973,125.7774285,41.68385213
1727,大泉源酒业历史文化景区,吉林,4A,125.6189381,41.5613061,125.61279744999999,41.557232845
1728,抚松露水河国家森林公园,吉林,4A,128.009104,42.55389994,128.0028234,42.549793065
1729,松江河国家森林公园,吉林,4A,127.5148804,42.17997343,127.50859729999999,42.175990365
1730,长白望天鹅风景区,吉林,4A,127.950372,41.5572499,127.94429225,41.553095479999996
1731,松原市规划展览馆,吉林,4A,124.862479,45.16685705,124.8560419,45.16307766
1732,前郭查干湖旅游度假区,吉林,4A,124.430707,45.21853372,124.42422435,45.214293465
1733,查干浩特旅游度假区,吉林,4A,122.429186,45.85334482,122.42290135,45.84921084
1734,通榆向海国家级自然保护区,吉林,4A,122.349113,45.0559829,122.3428362,45.05211699
1735,镇赉莫莫格国家级自然保护区,吉林,4A,123.5911768,45.94356668,123.58481714999999,45.93955355
1736,大安嫩江湾国家湿地公园,吉林,4A,124.3003403,45.53636097,124.29387765,45.532267605
1737,延边博物馆,吉林,4A,129.4300671,42.89608699,129.42317,42.89194688
1738,延吉梦都美民俗旅游度假村,吉林,4A,129.604223,43.04068398,129.5976569,43.03631663
1739,珲春防川景区,吉林,4A,130.604775,42.44685082,130.59817379999998,42.442825315
1740,敦化长白山雁鸣湖温泉度假村,吉林,4A,128.585981,43.68816813,128.5796439,43.68419183
1741,安图长白山峡谷浮石林景区,吉林,4A,128.2117342,42.14190368,128.20544105,42.13784304
1742,龙顺雪山飞湖景区,吉林,4A,128.1413328,42.61117836,128.13498735,42.606866845
1743,大戏台河景区,吉林,4A,128.2273519,42.22869069,128.22106200000002,42.224703045
1744,创兴长白山原始萨满部落风景区,吉林,4A,128.2222898,42.23028155,128.21599705,42.226286540000004
1745,大关东文化园,吉林,4A,128.2434996,42.77586856,128.23718795000002,42.77177953
1746,魔界风景区,吉林,4A,128.16586,42.45698492,128.15961375,42.452564374999994
1747,长白山历史文化园,吉林,4A,128.2724129,42.5091625,128.2662024,42.504837885
1748,龙井琵岩山文化旅游风景区,吉林,4A,129.388571,42.77178392,129.3817841,42.767394705
1749,长白山讷殷古城,吉林,4A,127.5707398,41.98371869,127.5646876,41.979436390000004
1750,长白山二道白河名镇,吉林,4A,128.150484,42.463565,128.14419715,42.459194425
1751,鸡冠山风景区,吉林,4A,125.516043,42.20692285,125.50980525,42.20263766
1752,海龙湖景区,吉林,4A,125.734323,42.52459188,125.7280099,42.52046884000001
1753,双阳吊水壶国家森林公园,吉林,3A,125.878819,43.35679601,125.8726619,43.352449015
1754,缘山湖生态园,吉林,3A,125.593799,43.49211508,125.5874509,43.488132875
1755,农安辽塔游园,吉林,3A,125.181599,44.43482277,125.17510035000001,44.430625129999996
1756,剑鹏马城,吉林,3A,125.4085695,43.74512802,125.4020661,43.740644790000005
1757,辽金时代观光园,吉林,3A,125.2912481,44.23534175,125.2848278,44.23108766
1758,九台八台岭古驿村落景区,吉林,3A,126.1617566,44.16167047,126.15536895,44.15756609
1759,金穗山庄,吉林,3A,126.0528387,44.11024012,126.046385,44.106212905
1760,榆树榆树钱酒文化庄园,吉林,3A,126.9609029,44.6190069,126.95475925,44.614866535000004
1761,莲花山天下一家生态养生村,吉林,3A,125.6459304,43.84266817,125.63966744999999,43.838370195
1762,长春新区长发兴业休闲农业旅游度假区,吉林,3A,125.355493,43.90734814,125.3488984,43.90329271
1763,铭山绿洲四季旅游度假村,吉林,3A,126.6718314,43.89088492,126.66565650000001,43.88694242
1764,韩屯雾凇岛,吉林,3A,126.432285,44.12760013,126.42589294999999,44.123590555
1765,北纬44°·金珠花海休闲农业旅游景区,吉林,3A,126.564253,44.025716,126.5581243,44.02176697
1766,水师营博物馆,吉林,3A,126.5303865,43.83913087,126.52419425,43.835094395
1767,桦甸南楼山景区,吉林,3A,126.659268,43.41234207,126.65314774999999,43.408323145
1768,红石国家森林公园,吉林,3A,127.1450442,42.84066811,127.13866110000001,42.8365792
1769,永吉星星哨风景区,吉林,3A,126.072444,43.66302609,126.0660019,43.65889879
1770,叶赫馨苑文化城,吉林,3A,124.5857792,43.00327411,124.5796738,42.99906113
1771,二郎山庄,吉林,3A,124.4402645,43.08806726,124.43396254999999,43.083598425000005
1772,伊通南山旅游风景区,吉林,3A,125.3049783,43.29967341,125.29859429999999,43.295305255
1773,大孤山旅游风景区,吉林,3A,125.1288932,43.3131728,125.12237805,43.30891895
1774,日军高级战俘营旧址展览馆,吉林,3A,125.160544,42.92350299,125.1541723,42.919070805000004
1775,龙首山（魁星楼）,吉林,3A,125.1618585,42.90264721,125.15548175,42.8982131
1776,龙泉湖山庄,吉林,3A,125.275525,42.88967687,125.26919925,42.885325035
1777,全民消防科普教育馆,吉林,3A,125.158191,42.919847,125.151813,42.915421415
1778,东丰扎兰芬围民俗文化园,吉林,3A,125.585631,43.04066401,125.57932035,43.036724885
1779,恩泉原生态农业旅游文化产业园,吉林,3A,125.084163,42.94142077,125.0776865,42.93721453
1780,农民画馆,吉林,3A,125.5354161,42.68367094,125.52918500000001,42.679388024999994
1781,江城森林植物园,吉林,3A,125.5824235,42.6387097,125.57612575,42.634822835
1782,南照山鹿乡文化旅游产业园,吉林,3A,125.5284484,42.66679357,125.52220415,42.662481705000005
1783,华盛太阳能农庄,吉林,3A,125.4364888,42.50898576,125.4300204,42.50475746
1784,金江花海观光区,吉林,3A,125.8600695,41.6180883,125.8539826,41.6139788
1785,千叶湖景区,吉林,3A,125.9640327,41.70509095,125.9579003,41.701106955
1786,玉皇山公园,吉林,3A,125.9552481,41.74602502,125.94911300000001,41.74210572
1787,通葡股份地下酒窖,吉林,3A,125.9899644,41.76931998,125.98386805000001,41.76506019
1788,上龙头雪村,吉林,3A,126.015368,41.61921354,126.00926634999999,41.61488443499999
1789,五道江玫瑰谷景区,吉林,3A,126.2351206,41.82342834,126.2290732,41.819101520000004
1790,集安国东大穴旅游景区,吉林,3A,126.312741,41.235159,126.30661814999999,41.23125775
1791,云峰湖旅游渡假区,吉林,3A,126.4941749,41.38574034,126.4882005,41.381443205
1792,鸭绿江羊鱼石第一漂景区,吉林,3A,126.29414,41.195134,126.28802970000001,41.191229480000004
1793,万亩油菜花景区,吉林,3A,125.797659,40.90723896,125.79151175,40.903354895
1794,热闹河漂流景区,吉林,3A,126.058138,41.447194,126.0518602,41.44317573
1795,鸭绿江国境铁路大桥景区,吉林,3A,126.2825,41.16804531,126.27643605,41.164068295
1796,鸭江谷酒庄,吉林,3A,126.2053559,41.13055149,126.19924714999999,41.126623030000005
1797,雅罗酒庄,吉林,3A,126.1473102,41.10269142,126.14116915,41.098528189999996
1798,天安公共休闲浴场,吉林,3A,125.2867413,43.83942783,125.28034415,43.83505004
1799,老鳖炕湿地景区,吉林,3A,126.193653,41.11841195,126.18750145,41.114549205
1800,花溪湿地公园,吉林,3A,126.5877725,43.8955086,126.58175134999999,43.891316165
1801,永欣欢乐谷,吉林,3A,125.936767,41.6122039,125.9306576,41.60830756
1802,辉南北山公园,吉林,3A,126.0570776,42.70083125,126.05072755,42.69676492
1803,龙堡森林旅游度假村,吉林,3A,126.41216,42.36285587,126.4058989,42.358753525
1804,柳河五七干校景区,吉林,3A,127.3496281,43.71474529,127.34322595,43.71037799
1805,罗通山风景旅游区,吉林,3A,126.007342,42.38532291,126.00118985,42.380985625
1806,云岭野山参风景旅游区,吉林,3A,125.4235664,42.05900583,125.41716815000001,42.054648619999995
