Unnamed: 0,景区名称,地区,景区等级,经度BD,纬度BD,经度BD_wgs84,纬度BD_wgs84
0,石景山游乐园,北京,4A,116.2155183,39.91781108,116.2091827,39.914336655
1,首钢工业文化旅游区,北京,3A,116.170035,39.91590409,116.16374825,39.912072714999994
2,八大处公园,北京,4A,116.1901956,39.96852662,116.1838884,39.964825579999996
3,北京龙徽葡萄酒博物馆,北京,3A,116.2601843,39.93266315,116.25393955000001,39.929024505
4,北京西山国家森林公园,北京,3A,116.209193,39.97853537,116.2028485,39.97501251
5,阳台山自然风景区,北京,2A,116.105479,40.07526005,116.09900145,40.071733495000004
6,玉渊潭公园,北京,4A,116.3265255,39.92246669,116.32019435000001,39.918908395
7,圆明园遗址公园,北京,4A,116.309804,40.01265807,116.30352225,40.00896107
8,香山公园,北京,4A,116.195044,39.99619417,116.1887185,39.992537275000004
9,颐和园,北京,5A,116.278749,40.00486904,116.2725222,40.0010913
10,北京鹫峰国家森林公园,北京,3A,116.086286,40.0615841,116.07984454999999,40.057974709999996
11,中央电视塔,北京,4A,116.3134082,39.92527777,116.3071314,39.92161608
12,北京市植物园,北京,4A,116.2161863,40.00756107,116.20983125000001,40.00408393
13,紫竹院公园,北京,4A,116.3248304,39.94843709,116.31850455,39.944866245
14,太平洋海底世界博览馆,北京,3A,116.312857,39.92490511,116.3065824,39.921238915
15,北京汇通诺尔狂飚乐园,北京,3A,116.1450961,40.05758866,116.13873975,40.053830255
16,北京凤凰岭自然风景公园,北京,4A,116.0915879,40.11288371,116.08511025,40.10930268
17,上庄翠湖农业观光园景区,北京,2A,116.1788867,40.12940154,116.1725761,40.125601065
18,稻香湖公园,北京,2A,116.188155,40.09877489,116.18183815,40.09504982
19,北京西山大觉寺,北京,3A,116.112938,40.05850206,116.10647180000001,40.05496862
20,北京市海淀百望山森林公园,北京,3A,116.262167,40.03608807,116.25591735,40.03242795
21,大钟寺古钟博物馆,北京,3A,116.3446107,39.97491633,116.33821455,39.971422085
22,田妈妈蘑法森林,北京,1A,116.184544,40.11920503,116.17822715,40.11544629
23,皇家菜博物馆,北京,3A,116.275436,39.95130849,116.26922375000001,39.94755258
24,北京瓜草地旅游开发有限公司,北京,2A,115.981975,39.95428209,115.97564585,39.950883655
25,十八潭景区,北京,3A,115.9153585,40.00956903,115.909178,40.005907465
26,百花山自然风景区,北京,3A,115.5853287,39.84553227,115.57908075,39.841926545
27,小龙门国家森林公园,北京,2A,115.451332,39.98981809,115.44487269999999,39.98597505
28,灵山风景区,北京,2A,115.508638,40.04596104,115.50217485,40.04253699
29,北京京西古道景区管理中心,北京,3A,116.056062,39.97249705,116.04971789999999,39.968669735
30,神泉峡景区,北京,3A,115.979645,40.04867007,115.97331885,40.045267725
31,灵水举人村,北京,3A,115.7380322,40.00947875,115.73159245,40.006032430000005
32,戒台寺,北京,4A,116.092691,39.875332,116.08622625000001,39.871763365
33,北京双龙峡自然风景区,北京,3A,115.7241148,39.95688951,115.71772655,39.953365355
34,八奇洞风景区,北京,4A,116.033785,39.89954803,116.02746975,39.895765185
35,潭柘寺,北京,4A,116.0376202,39.91122022,116.03131055,39.907415185
36,妙峰山风景名胜区,北京,3A,116.032934,40.07094304,116.02661745,40.06716585
37,北京珍珠湖景区,北京,3A,115.7820799,40.08698792,115.77572620000001,40.083337385
38,黄芩仙谷景区,北京,3A,115.674393,39.97407008,115.66811175,39.97037727
39,北京爨柏景区管理中心,北京,3A,115.6693326,39.97754161,115.66304405,39.973884845
40,定都阁景区,北京,3A,116.062083,39.91321306,116.05573150000001,39.909416719999996
41,聚灵峡（灵山古道）景区,北京,3A,115.4894021,39.99971017,115.48290825000001,39.996188845
42,谷山村风景区,北京,3A,116.065568,39.99762598,116.05918650000001,39.9938454
43,白草畔自然风景区,北京,3A,115.6107219,39.81381843,115.6044193,39.81043353
44,北京金水湖旅游开发有限公司,北京,3A,116.692759,40.40311705,116.6864562,40.399638325
45,韩村河景区,北京,3A,115.9603916,39.60794189,115.95415324999999,39.60445315
46,北京百瑞谷景区,北京,3A,115.659979,39.86190305,115.65367915,39.85833351
47,北京市西周燕都遗址博物馆,北京,3A,116.0633186,39.62290686,116.05697040000001,39.619130345
48,龙门生态园景区,北京,3A,115.907708,39.62365007,115.90153235,39.620055879999995
49,房山世界地质公园博物馆,北京,3A,115.880227,39.59056202,115.87397285,39.587195645
50,张坊古战道,北京,3A,115.720894,39.57696712,115.71454635,39.57344128
51,北京莱恩堡国际酒庄,北京,3A,116.2187779,39.79011448,116.2124455,39.78665892
52,上方山国家森林公园,北京,3A,115.83208,39.68001212,115.825816,39.67642683
53,北京十渡风景名胜区,北京,4A,115.606398,39.64440307,115.60009885,39.640991875
54,中粮智慧农场,北京,3A,116.076944,39.59682888,116.07055975,39.59316377
55,青龙湖水上游乐园,北京,3A,116.087852,39.79423712,116.0814182,39.79064436
56,云居寺,北京,4A,115.7813913,39.61520818,115.77506055,39.611583005
57,圣莲山旅游度假区,北京,4A,115.7375883,39.84753208,115.73116619999999,39.84408998
58,没有共产党就没有新中国纪念馆,北京,2A,115.5911782,39.7868478,115.58492085,39.78329443
59,石花洞,北京,4A,115.949587,39.80389211,115.9433897,39.800305755
60,周口店遗址博物馆,北京,4A,115.9432415,39.69358891,115.93707485,39.689965195
61,北京百花山旅游景区,北京,3A,115.5975277,39.84011149,115.59125245,39.836615275
62,坡峰岭风景区,北京,2A,115.8442702,39.70977933,115.8379855,39.70631190500001
63,窦店清真寺,北京,2A,116.0723381,39.6441759,116.065955,39.640462615000004
64,北京首创奥莱休闲驿站景区,北京,3A,116.194065,39.76917206,116.18775765,39.765512685000004
65,仙栖洞景区,北京,3A,115.7557573,39.66531004,115.74934705,39.661873345000004
66,中华石雕艺术园,北京,2A,115.8287818,39.55630375,115.82252890000001,39.552700095
67,银狐洞,北京,2A,115.910029,39.8043181,115.90386415,39.800699395
68,北京韩美林艺术馆,北京,4A,116.6834787,39.88148493,116.6772293,39.87797473
69,通州大运河森林旅游区,北京,4A,116.748887,39.88240008,116.7426268,39.878679105
70,中国民兵武器装备陈列馆,北京,3A,116.6768005,39.94362401,116.67059485,39.94006506
71,通州运河公园,北京,3A,116.6949342,39.91401939,116.6886519,39.910583525
72,北京奥林匹克水上公园,北京,4A,116.3992058,39.99924492,116.39287575,39.995377000000005
73,北京焦庄户地道战遗址纪念馆,北京,3A,116.8764611,40.24016882,116.87026589999999,40.236468375
74,北京顺鑫中盛会议中心,北京,3A,116.7495302,40.08494182,116.74326825,40.08121461
75,北京顺义国际鲜花港,北京,4A,116.8035636,40.1876885,116.79725375000001,40.184151045
76,北京河北村民俗文化有限公司,北京,3A,116.7352556,40.13735536,116.7289521,40.133750205
77,北京顺义汉石桥湿地景区,北京,3A,116.816552,40.13014,116.81021115,40.12669982
78,意大利农场,北京,3A,116.63918,40.17058904,116.6330655,40.166890185
79,蟒山国家森林公园,北京,3A,116.299772,40.27075502,116.29351725000001,40.26698116
80,北京十三陵双龙山森林公园,北京,2A,116.172305,40.35107904,116.1659787,40.34722467
81,乐多港假日广场,北京,4A,116.196534,40.23888865,116.19019055,40.235235689999996
82,小汤山现代农业示范园区,北京,4A,116.4301173,40.16624801,116.42376440000001,40.16248901
83,龙脉温泉度假村,北京,4A,116.405984,40.18731507,116.3996627,40.18343255
84,十三陵,北京,5A,116.231846,40.26354398,116.22548905,40.260082925
85,银山塔林风景区,北京,4A,116.335109,40.320998,116.32871804999999,40.317465675
86,温都水城,北京,4A,116.377017,40.11026409,116.37063705,40.106559825000005
87,敕赐和平寺景区,北京,2A,116.0715396,40.22946488,116.06512185,40.225719155
88,天池风景区,北京,2A,116.299803,40.27240306,116.2935488,40.26862946
89,艺麓园,北京,3A,116.154216,40.24883301,116.14786385,40.2450019
90,静之湖度假区,北京,3A,116.44746,40.24766301,116.4410484,40.244056009999994
91,中国航空博物馆,北京,4A,116.372885,40.19209504,116.36650535,40.188432065
92,虎峪自然风景区,北京,2A,116.1134175,40.33126151,116.106922,40.327702994999996
93,居庸关长城,北京,4A,116.0791594,40.29697172,116.07272705,40.293289635
94,大岭沟猕猴桃谷风景区,北京,2A,116.231487,40.37510501,116.22511829999999,40.371629174999995
95,北京后花园风景区,北京,2A,116.104689,40.13312802,116.09819669999999,40.129594960000006
96,北京草莓博览园,北京,3A,116.4126729,40.20832113,116.4063385,40.204443095
97,中国北方国际射击场,北京,3A,116.1089989,40.24450123,116.10249805000001,40.240959415
98,北京南海子麋鹿苑博物馆,北京,3A,116.4651419,39.78459282,116.45876305,39.781102945
99,绿野晴川野生动物园,北京,4A,116.3421973,39.50245469,116.33583245,39.49899206
100,留民营生态农场,北京,3A,116.5811419,39.7004723,116.57495905,39.69712741
101,中华文化园,北京,3A,116.300943,39.7894692,116.29471380000001,39.785720835
102,中国印刷博物馆,北京,3A,116.33823,39.74899309,116.3318563,39.745495265
103,长力金源（北京）热带植物园,北京,3A,116.6001778,39.66474808,116.5940049,39.66137238
104,慕田峪长城,北京,5A,116.5716113,40.43744204,116.56538574999999,40.433996605000004
105,百泉山风景区,北京,2A,116.6445403,40.4876334,116.6383881,40.483870350000004
106,北京市青龙峡旅游度假有限责任公司,北京,4A,116.689259,40.46787098,116.68294905,40.464354165
107,云梦仙境景区,北京,3A,116.7013919,40.62617969,116.69504275,40.62267363
108,北京九谷口自然风景区,北京,3A,116.668525,40.45037905,116.6623142,40.446708445
109,北京二锅头酒博物馆,北京,3A,116.6715729,40.33208754,116.66535525,40.32845995
110,红螺寺,北京,4A,116.632411,40.39045402,116.62627145,40.386766019999996
111,北京黄花城水长城旅游区,北京,4A,116.3071674,40.41928678,116.3008856,40.415540735
112,生存岛新概念旅游基地,北京,3A,116.647749,40.37125101,116.64160155,40.367507565
113,幽谷神潭自然风景区,北京,3A,116.6847463,40.53755962,116.67846845,40.534001635
114,北京喇叭沟原始森林公园,北京,3A,116.4957114,40.96573675,116.48935965000001,40.961896395
115,石门山景区,北京,3A,116.669401,40.49147801,116.6631795,40.487803595
116,星美今晟影视城景区,北京,3A,116.6765793,40.29928047,116.6703532,40.295701785
117,鹿世界主题园景区,北京,2A,116.708342,40.30061801,116.70201235,40.29718392
118,北京圣泉山旅游风景区,北京,3A,116.577581,40.37004502,116.5713421,40.366643194999995
119,北京鹅和鸭农庄风景区,北京,3A,116.564865,40.33762914,116.55864729999999,40.33414147
120,神堂峪自然风景区,北京,2A,116.6199596,40.44553642,116.61378995,40.44194119
121,响水湖旅游区,北京,3A,116.49528,40.47287005,116.48895685,40.46920315
122,雁栖湖旅游区,北京,4A,116.6735741,40.39868287,116.66735205,40.395064195
123,老象峰旅游区,北京,2A,117.023155,40.31832301,117.01676900000001,40.3145488
124,北京老泉樱花园景区,北京,2A,117.1434508,40.31759982,117.1369589,40.313773985
125,京东大峡谷旅游区,北京,4A,117.176848,40.25114307,117.17028690000001,40.247613775
126,金海湖风景区,北京,4A,117.310896,40.18734807,117.30434555,40.183867995
127,德双睿景区,北京,1A,116.4024527,39.90433862,116.39613944999999,39.90046632
128,北京京东石林峡景区服务管理有限公司,北京,4A,117.2485101,40.26879411,117.2421127,40.264984475000006
129,北京丛海逸园景区,北京,2A,117.0334791,40.26297305,117.02704005,40.25927389
130,北京胜泉亲水湾旅游景区,北京,1A,117.1070736,40.30368947,117.1005722,40.299870925
131,北京渔阳国际滑雪场景区,北京,4A,117.154293,40.08589998,117.1477892,40.082188675
132,京东老泉山野公园,北京,2A,117.1404282,40.30555066,117.13394645,40.30170564
133,挂甲峪旅游度假区,北京,1A,117.116904,40.26460304,117.11041610000001,40.26072539
134,北京丫髻山道教文化名胜区,北京,4A,116.9885986,40.27081234,116.98228935,40.267103925
135,湖洞水景区,北京,2A,117.261254,40.27799597,117.2548408,40.274235965
136,紫海香堤香草艺术庄园,北京,2A,117.2191559,40.65895255,117.21268040000001,40.65520139
137,云峰山自然风景区,北京,3A,116.956173,40.59306801,116.9498064,40.589591735
138,捧河湾自然风景区,北京,3A,116.820405,40.62038303,116.81403495,40.616881485
139,云蒙山森林公园,北京,3A,116.737547,40.60093099,116.7312145,40.59722791
140,京都第一瀑景区,北京,2A,116.7917981,40.59860172,116.785474,40.594873504999995
141,司马台长城景区,北京,4A,117.292856,40.66364899,117.28630824999999,40.660053035000004
142,桃源仙谷自然风景区,北京,3A,116.800628,40.54747601,116.7943019,40.543854104999994
143,北京古御道生态旅游开发有限公司,北京,3A,115.7236289,39.5861574,115.71726964999999,39.582651995
144,北京邑仕庄园国际酒庄有限公司,北京,3A,117.055184,40.49205303,117.0486238,40.48846206
145,云岫谷游猎自然风景区,北京,2A,117.3901864,40.60673429,117.3835731,40.6028825
146,清凉谷旅游风景区,北京,3A,116.760289,40.639792,116.75401405,40.63592258
147,云蒙三峪自然风景区,北京,2A,116.732418,40.49633802,116.72608439999999,40.492712985
148,北京力维斯白龙潭景区,北京,3A,117.0772617,40.50102266,117.07067265,40.49741502
149,古北口文化文物旅游区,北京,2A,117.1721769,40.68976132,117.16559475,40.68610891
150,北京首云铁矿公园,北京,3A,117.0203045,40.38541964,117.01392295,40.38161982
151,仙居谷风景区,北京,4A,117.244405,40.59496798,117.23797545,40.591090820000005
152,北京云蒙山长城遗址公园,北京,2A,116.8231109,40.54310015,116.81675785,40.539633165
153,玫瑰情园旅游景区,北京,3A,116.911699,40.35674002,116.9054619,40.353143849999995
154,伊利集团北京乳品厂,北京,2A,116.809804,40.3552869,116.80345405,40.351780205
155,北京张裕爱菲堡国际酒庄,北京,4A,116.908452,40.38194305,116.9022316,40.378317595
156,雾灵西峰景区,北京,3A,117.368983,40.64022203,117.3624412,40.636259565
157,北京天门山旅游风景区,北京,2A,116.794476,40.59804398,116.78814495,40.59434173
158,冶仙塔景区,北京,3A,116.873389,40.40771802,116.8671941,40.4040161
159,密云云龙涧景区,北京,3A,116.792416,40.49497202,116.78610115000001,40.491278445
160,黑龙潭旅游区,北京,4A,116.7937368,40.56935487,116.78741725,40.565656325
161,八达岭滑雪俱乐部,北京,3A,115.964369,40.35290304,115.95805920000001,40.34939791
162,阳光时代马球俱乐部,北京,3A,115.865356,40.40725915,115.85902075000001,40.403872035
163,龙庆峡旅游区,北京,4A,116.0099275,40.55776529,116.00354924999999,40.554147225
164,八达岭古长城,北京,3A,115.984126,40.34463405,115.97775395,40.341207905000005
165,野鸭湖国家湿地公园,北京,4A,115.864188,40.41667202,115.85785200000001,40.4132817
166,八达岭水关长城景区,北京,4A,116.024067,40.36263905,116.01770825,40.35891039
167,北京八达岭世界葡萄博览中心,北京,4A,115.879672,40.47152305,115.87334469999999,40.4680872
168,古崖居原始部落旅游度假区,北京,3A,115.7819635,40.46910409,115.7755766,40.46540919
169,八达岭长城风景名胜区,北京,5A,116.024067,40.36263905,116.01770825,40.35891039
170,万科石京龙滑雪场,北京,3A,115.976121,40.53123201,115.96977435,40.527762394999996
171,延庆百里山水画廊景区,北京,4A,116.3262415,40.70653031,116.3198453,40.702850240000004
172,玉渡山风景区,北京,2A,115.895804,40.55825998,115.8895416,40.5546865
173,北京八达岭野生动物世界有限公司,北京,3A,116.0034458,40.35697149,115.99706069999999,40.353451635
174,松山森林旅游区,北京,4A,115.836964,40.51528902,115.83063759999999,40.51168398
175,北京市东城区青年湖公园,北京,3A,116.408933,39.96127705,116.4026199,39.957401685
176,前门大街景区,北京,3A,116.404588,39.90552399,116.3982761,39.901648574999996
177,孔庙和国子监博物馆,北京,4A,116.4202669,39.95288,116.4139458,39.94904949
178,天坛公园,北京,5A,116.417246,39.88824296,116.41092005,39.88439201
179,京城百工坊,北京,2A,116.4409682,39.88933532,116.43459235,39.8856832
180,中山公园,北京,4A,116.400582,39.9167023,116.39427265,39.912836435
181,北京市劳动人民文化宫,北京,2A,116.406326,39.91710911,116.40001895,39.9132343
182,明城墙遗址公园,北京,4A,116.4345453,39.90720947,116.42819075,39.90349723
183,地坛公园,北京,4A,116.4213582,39.95990303,116.4150317,39.95607842
184,故宫博物院,北京,5A,116.4034139,39.92409137,116.39710835,39.920219790000004
185,南新仓文化休闲街景区,北京,3A,116.4375399,39.93781412,116.43118525,39.9341334
186,龙潭公园,北京,4A,116.444742,39.88584807,116.4383579,39.88223106
187,北京大观园,北京,3A,116.3627356,39.87717438,116.35634135,39.873605940000004
188,北海公园,北京,4A,116.3954796,39.93290949,116.38916795,39.92906591
189,北京海洋馆,北京,4A,116.3475419,39.95027727,116.34115505,39.946785195000004
190,北京市大栅栏商业街区,北京,3A,116.401134,39.902105,116.394819,39.89823552
191,首都博物馆,北京,4A,116.3488218,39.912174,116.3424324,39.908679155
192,北京月坛公园,北京,3A,116.3588744,39.92213191,116.35248935,39.918595245
193,北京市宣南文化博物馆,北京,3A,116.3715396,39.89871834,116.365166,39.895074365
194,北京市古代钱币展览馆,北京,3A,116.386005,39.95599201,116.3796698,39.952212955
195,北京湖广会馆大戏楼,北京,3A,116.390834,39.89505208,116.38450265,39.891233165
196,景山公园,北京,4A,116.402818,39.93227005,116.3965133,39.928399885000005
197,恭王府,北京,5A,116.3925993,39.94338117,116.386282,39.939554060000006
198,宋庆龄故居,北京,3A,116.3895767,39.95200458,116.38325085,39.948197525
199,北京动物园,北京,4A,116.343376,39.94773508,116.33699545,39.94424515
200,北京天文馆,北京,4A,116.3432075,39.94327275,116.3368286,39.939783164999994
201,中国地质博物馆,北京,3A,116.3786534,39.92951783,116.37230685,39.92580835
202,历代帝王庙,北京,2A,116.373977,39.93072904,116.36761945,39.92706518
203,什刹海风景区,北京,4A,116.391128,39.947583,116.3848068,39.94376532
204,北京老舍茶馆,北京,3A,116.399655,39.906059,116.3933405,39.90219462
205,陶然亭公园,北京,4A,116.388442,39.88066,116.38210285,39.876857900000005
206,金中都公园,北京,3A,116.356383,39.877073,116.34998264999999,39.873546405
207,北京市宣武艺园,北京,3A,116.365768,39.900955,116.35938390000001,39.89736377
208,将府公园,北京,3A,116.512074,39.982214,116.50586375,39.978480715
209,庆丰公园,北京,3A,116.4712072,39.9086682,116.46483345,39.90517749
210,中国藏学研究中心西藏文化博物馆,北京,3A,116.421116,39.995564,116.41477524999999,39.99173279
211,圣露庄园,北京,3A,116.494174,40.052333,116.48789065,40.048725425
212,京城梨园,北京,3A,116.55747,39.939721,116.55130589999999,39.93618938
213,北京市朝阳区元大都城垣遗址公园,北京,4A,116.409246,39.982403,116.40292195,39.97852435
214,蟹岛绿色生态农庄,北京,4A,116.554475,40.025529,116.54830179999999,40.021961905
215,古塔公园,北京,3A,116.541838,39.8849241,116.53568250000001,39.881239815
216,四得公园,北京,3A,116.480987,39.977874,116.4746331,39.97434974
217,北小河公园,北京,3A,116.461515,40.01089307,116.45511210000001,40.00738545
218,北京陶瓷艺术馆,北京,3A,116.482754,39.861614,116.47641325000001,39.858082645
219,北京市朝阳区大望京公园,北京,3A,116.501132,40.002958,116.4948685,39.999292495
220,北京蓝调庄园,北京,3A,116.614759,39.971582,116.60860170000001,39.968075205
221,红领巾公园,北京,3A,116.498608,39.9319,116.49235445,39.92826112
222,斯普瑞斯奧特萊斯,北京,3A,116.6029404,40.01784385,116.59674849999999,40.014434995
223,北京市奥林匹克公园,北京,5A,116.399206,39.999245,116.39287595,39.99537708
224,朝阳公园,北京,4A,116.489233,39.949861,116.48292965,39.946291345
225,北京欢乐谷,北京,4A,116.501366,39.87384806,116.4951111,39.870183420000004
226,北京中国紫檀博物馆,北京,4A,116.532472,39.916944,116.5263284,39.913206564999996
227,白鹿公园,北京,3A,116.560838,39.884316,116.55465285,39.880813184999994
228,北京市朝阳区日坛公园,北京,3A,116.450437,39.921342,116.44405705,39.917777515
229,兴隆公园,北京,3A,116.540303,39.919156,116.53416089999999,39.91546429
230,北京蓝色港湾,北京,3A,116.483523,39.955319,116.47719144999999,39.951785305
231,团结湖公园,北京,3A,116.471053,39.931586,116.46468535,39.92809767
232,世界公园,北京,4A,116.293994,39.816772,116.2877881,39.81299576
233,青龙湖公园,北京,3A,116.293994,39.816772,116.2877881,39.81299576
234,万芳亭公园,北京,2A,116.382511,39.864933,116.37616095,39.861182725
235,丰台花园,北京,2A,116.292561,39.870093,116.286336,39.866305135
236,北京园博园,北京,4A,116.197194,39.881733,116.1908722,39.878100145
237,中国园林博物馆,北京,4A,116.183773,39.885338,116.1774726,39.881579155
238,莲花池公园,北京,2A,116.319451,39.8983,116.31313905,39.89468449
239,世界花卉大观园,北京,4A,116.359769,39.840957,116.35338544999999,39.837415015000005
240,南宫旅游景区,北京,4A,116.159462,39.801509,116.153167,39.797680995
241,中国人民抗日战争纪念馆,北京,4A,116.232474,39.857753,116.2261398,39.854305405000005
242,北京汽车博物馆,北京,4A,116.308469,39.834959,116.30221465,39.83125979
243,北京市丰台区北宫国家森林公园管理处,北京,4A,116.12471,39.871839,116.11826629999999,39.868243135
244,抗日战争雕塑园,北京,3A,116.233079,39.855566,116.2267469,39.85211726
245,天津盘山风景名胜区,天津,5A,117.288913,40.102982,117.28240034999999,40.09945214
246,天津古文化街旅游区（津门故里）,天津,5A,117.199184,39.149532,117.19271945,39.146139505
247,天津周恩来邓颖超纪念馆,天津,4A,117.17134,39.100099,117.16487635,39.09668694
248,平津战役纪念馆景区,天津,4A,117.153464,39.175123,117.14701615,39.171516845
249,天津水上公园景区,天津,4A,117.174282,39.09454,117.1678157,39.0911502
250,天津蓟州区独乐寺景区,天津,4A,117.409625,40.051476,117.40300189999999,40.047874475
251,石家大院景区,天津,4A,117.0169773,39.14123946,117.01068095,39.137576315000004
252,天津泰达航母主题公园景区,天津,4A,117.820941,39.162358,117.81459115000001,39.158838065
253,“天津之眼”摩天轮,天津,4A,117.193047,39.159697,117.18656695000001,39.15632305
254,大沽口炮台遗址博物馆景区,天津,4A,117.716071,38.983732,117.7097444,38.980144005
255,天山海世界米立方水上乐园,天津,4A,117.442537,38.933349,117.43598475,38.929948415
256,天津东疆湾景区,天津,4A,117.832457,39.013278,117.82616795000001,39.009725925
257,天津方特欢乐世界景区,天津,4A,117.74575,39.160382,117.73936235,39.156776719999996
258,天津天塔湖风景区,天津,4A,117.188361,39.098582,117.18189625,39.09523797
259,天津市河北区北宁公园景区,天津,4A,117.221004,39.175574,117.2146174,39.17201201
260,精武门·中华武林园,天津,4A,117.138846,39.035062,117.13243045,39.031374035
261,萨马兰奇纪念馆景区,天津,4A,117.090861,38.974599,117.084406,38.971117745
262,杨柳青庄园景区,天津,4A,116.980184,39.16151,116.9739265,39.158010785
263,天津黄崖关长城风景游览区,天津,4A,117.455599,40.254002,117.44900945,40.250304729999996
264,天士力大健康城景区,天津,4A,117.221391,39.215664,117.21501765,39.212091959999995
265,仁爱团泊湖国际休闲博览园景区,天津,4A,117.164821,38.910805,117.15836145,38.90738935500001
266,天津市河北区大悲禅院景区,天津,4A,117.197214,39.161493,117.19074334999999,39.15810558
267,天津光合谷旅游度假区,天津,4A,117.172806,38.894874,117.16634024999999,38.891530155
268,水高庄园景区,天津,4A,116.939546,39.095138,116.93331325,39.09190631
269,天津南湖绿博园景区,天津,4A,117.137101,39.341121,117.13068695,39.33734134
270,天津金街文化旅游区,天津,4A,117.199184,39.149532,117.19271945,39.146139505
271,国家海洋博物馆,天津,4A,117.801768,39.112442,117.79535765,39.109090035
272,天津热带植物观光园景区,天津,4A,117.101183,39.144264,117.0947256,39.140629285
273,天津海河意式风情区,天津,4A,117.204183,39.140575,117.19773649999999,39.137157465
274,天津海昌极地海洋公园景区,天津,4A,117.668413,39.01542,117.66201155,39.012186715
275,天津市蓟州区梨木台景区,天津,4A,117.550008,40.211406,117.54353019999999,40.20800525
276,天津欢乐谷景区,天津,4A,117.482987,39.193967,117.4765792,39.190244594999996
277,五大道文化旅游区,天津,4A,117.209997,39.116392,117.20358329999999,39.112943169999994
278,津城静园,天津,3A,117.195893,39.128964,117.1894289,39.12559387500001
279,津溪桃园,天津,3A,116.948355,39.244395,116.9420893,39.24112013
280,西沽公园,天津,3A,117.18165,39.179597,117.17516275,39.176213305000005
281,天津邮政博物馆,天津,3A,117.217283,39.133665,117.2108868,39.130147445
282,齐心庄园景区,天津,3A,117.391099,39.347194,117.3845828,39.343502130000005
283,八仙山国家级自然保护区,天津,3A,117.564887,40.159292,117.5584658,40.15583984
284,民俗博物馆（天后宫）,天津,3A,117.199081,39.148467,117.1926164,39.145075385
285,万源龙顺度假庄园,天津,3A,117.099513,39.266302,117.09304295,39.262647205
286,东丽湖自然艺苑景区,天津,3A,117.483562,39.175877,117.47714795,39.17215691
287,滨海茶淀葡萄科技园,天津,3A,117.736278,39.286157,117.72990555,39.282459595000006
288,天津瓷房子,天津,3A,117.208899,39.130711,117.20247355000001,39.12726409
289,天津峰山药王古寺,天津,3A,117.223902,39.004368,117.21754179999999,39.000836539999995
290,桂发祥十八街麻花文化馆,天津,3A,117.253272,39.069164,117.2469465,39.0655237
291,元古奇石林风景区,天津,3A,117.537119,40.100099,117.5306305,40.096669395
292,北方江南景区,天津,3A,117.38586,39.918128,117.37932225,39.914328960000006
293,蓟洲国际度假旅游区,天津,3A,117.387705,40.120193,117.3811325,40.116397655
294,天津利顺德大饭店,天津,3A,117.222823,39.126938,117.21645025000001,39.123377115
295,估衣街,天津,3A,117.193102,39.152224,117.18662255,39.14885217
296,天津大港奥林匹克博物馆,天津,3A,117.553826,38.938244,117.5474389,38.93503117
297,天津凌奥创意产业园,天津,3A,117.178281,39.071444,117.1718069,39.068081485
298,曹禺故居纪念馆（曹禺剧院）,天津,3A,117.207525,39.142493,117.201089,39.139051285
299,南普公园,天津,3A,117.190291,39.190651,117.18381579999999,39.187276075
300,蓟州溶洞,天津,3A,117.3846255,40.13654665,117.3780672,40.132729305
301,天津智利风情园,天津,3A,117.3125304,40.07768511,117.30598280000001,40.074203389999994
302,小穿乡野公园,天津,3A,117.5491122,40.10672404,117.54263385,40.10332742
303,郭家沟景区,天津,3A,117.4917966,40.19594316,117.48533979999999,40.192122165
304,九龙山国家森林公园,天津,3A,117.5172977,40.15453342,117.51083084999999,40.150929225
305,戏剧博物馆（广东会馆）,天津,3A,117.1885347,39.14699791,117.1820491,39.143633175000005
306,天津市老城博物馆,天津,3A,117.1896784,39.14756557,117.1831942,39.144200235
307,天津科学技术馆,天津,3A,117.2246285,39.09330802,117.21827375,39.089746305000006
308,义聚永酒文化博物馆,天津,3A,117.820423,39.3060621,117.81407085000001,39.30250918
309,天津音乐街,天津,3A,117.2211429,39.1218344,117.21476715,39.11828973
310,小站练兵园,天津,3A,117.4377252,38.92555916,117.43115750000001,38.92218568
311,曹家花园,天津,3A,117.1965795,39.16806524,117.19010829999999,39.164678815
312,天津杨柳青木版年画博物馆,天津,3A,117.2045347,39.10025096,117.19810774999999,39.096848679999994
313,西双塘民俗风景区,天津,3A,116.89877,38.86958813,116.8926745,38.866129404999995
314,盐坨公园,天津,3A,117.2134447,39.18405633,117.2070338,39.180557195
315,紫云水岸风景区,天津,3A,117.5778782,40.08992797,117.57150485,40.0863721
316,天津梁启超纪念馆,天津,3A,117.2061458,39.14287442,117.1997049,39.139442555
317,小白楼1902欧式风情街,天津,3A,117.2232162,39.12383816,117.2168465,39.12027555
318,李叔同故居纪念馆,天津,3A,117.2030289,39.15052654,117.1965755,39.147112495
319,天津觉悟社纪念馆,天津,3A,117.2026765,39.16550077,117.19622179999999,39.162084660000005
320,时代记忆纪念馆,天津,3A,117.50235,38.98255813,117.4959777,38.978984105
321,天津一二·九抗日救亡运动纪念馆,天津,2A,117.1976822,39.05948656,117.19122525,39.056130304999996
322,安家大院藏珍馆,天津,2A,117.0164511,39.14164234,117.0101566,39.137977355000004
323,耳闸公园,天津,2A,117.1903078,39.16530363,117.1838236,39.16193258
324,天津图书大厦,天津,2A,117.2267131,39.11701773,117.22035840000001,39.113431175
